host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price
f,moderate,f,2,South of Market,37.77913,-122.40464,Condominium,Entire home/apt,2,1,1,1,Real Bed,30,103,93.0,10.0,9.0,10.0,10.0,8.0,9.0,170.0
f,strict_14_with_grace_period,f,1,Western Addition,37.77333,-12.24322,Apartment,Entire home/apt,5,1,2,2,Real Bed,3,72,92.0,10.0,9.0,10.0,10.0,10.0,9.0,285.0
t,strict_14_with_grace_period,f,1,Mission,3.77511,-122.42414,Guest suite,Entire home/apt,2,1,1,1,Real Bed,30,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,145.0
t,strict_14_with_grace_period,t,1,Noe Valley,37.75045,-122.42785,Apartment,Entire home/apt,2,1,1,1,Real Bed,2,226,98.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
t,strict_14_with_grace_period,t,1,Pacific Heights,37.79059,-122.43884,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,15,100.0,10.0,10.0,9.0,10.0,10.0,10.0,150.0
f,strict_14_with_grace_period,f,1,Mission,37.76949,-122.42543,Apartment,Entire home/apt,2,1,1,1,Real Bed,31,1,100.0,10.0,10.0,8.0,10.0,10.0,10.0,225.0
t,moderate,f,1,Western Addition,37.77794,-122.44512,House,Private room,2,1,1,1,Real Bed,30,201,99.0,10.0,10.0,10.0,10.0,10.0,10.0,115.0
t,moderate,f,1,Inner Richmond,37.77845,-122.46893,Guest suite,Entire home/apt,3,1,1,2,Real Bed,3,245,97.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
f,flexible,f,14,Western Addition,37.77733,-122.43736,Apartment,Private room,2,3,1,1,Real Bed,30,10,82.0,8.0,7.0,10.0,10.0,10.0,8.0,50.0
f,strict_14_with_grace_period,f,21,Castro/Upper Market,37.76448,-122.42924,Apartment,Entire home/apt,5,1,2,2,Real Bed,30,18,90.0,9.0,9.0,9.0,9.0,10.0,9.0,135.0
f,strict_14_with_grace_period,t,14,Western Addition,37.77693,-122.43739,Apartment,Private room,2,3,1,2,Real Bed,30,8,98.0,9.0,9.0,10.0,10.0,10.0,10.0,60.0
t,strict_14_with_grace_period,f,1,Potrero Hill,37.76165,-122.40442,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,93,98.0,10.0,10.0,10.0,10.0,9.0,9.0,110.0
t,strict_14_with_grace_period,f,2,Inner Richmond,37.77527,-122.45475,Guest suite,Entire home/apt,2,1,1,1,Real Bed,4,88,95.0,10.0,10.0,10.0,10.0,10.0,10.0,128.0
t,strict_14_with_grace_period,f,1,Potrero Hill,37.76458,-122.39335,Apartment,Entire home/apt,4,1,1,2,Real Bed,2,279,99.0,10.0,10.0,10.0,10.0,10.0,10.0,190.0
f,moderate,f,1,Diamond Heights,37.73564,-122.44085,House,Entire home/apt,8,3,3,4,Real Bed,3,55,93.0,10.0,9.0,10.0,10.0,9.0,9.0,390.0
f,strict_14_with_grace_period,f,4,South of Market,37.77814,-12.23977,Serviced apartment,Entire home/apt,2,1,1,1,Real Bed,30,7,100.0,10.0,10.0,10.0,10.0,10.0,9.0,220.0
f,moderate,t,4,Mission,37.76724,-122.42129,Apartment,Private room,2,1,1,1,Real Bed,3,90,94.0,10.0,9.0,10.0,10.0,9.0,9.0,79.0
f,strict_14_with_grace_period,t,4,Mission,37.76909,-122.42171,Apartment,Private room,2,1,1,1,Real Bed,4,60,92.0,10.0,9.0,10.0,10.0,9.0,9.0,75.0
f,strict_14_with_grace_period,t,1,Western Addition,37.77657,-122.42883,Apartment,Entire home/apt,4,2,2,2,Real Bed,30,141,96.0,10.0,9.0,10.0,10.0,10.0,9.0,145.0
f,strict_14_with_grace_period,f,44,Western Addition,37.77775,-122.43321,Apartment,Entire home/apt,2,1,0,1,Real Bed,30,28,82.0,9.0,9.0,9.0,9.0,9.0,9.0,94.0
f,strict_14_with_grace_period,f,1,Pacific Heights,37.78927,-122.43407,House,Entire home/apt,8,3,4,5,Real Bed,3,76,98.0,10.0,10.0,10.0,10.0,10.0,10.0,995.0
f,strict_14_with_grace_period,f,2,Mission,37.75174,-122.41334,House,Entire home/apt,4,1,2,2,Real Bed,70,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
t,flexible,f,1,Mission,37.75986,-122.42215,Apartment,Private room,1,1,1,1,Real Bed,3,22,100.0,10.0,10.0,10.0,10.0,10.0,10.0,80.0
f,flexible,f,7,Haight Ashbury,37.76827,-122.44506,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,4,85.0,10.0,10.0,9.0,8.0,9.0,9.0,157.0
f,moderate,f,2,Western Addition,37.77647,-122.43096,Loft,Entire home/apt,4,1,1,2,Real Bed,30,46,97.0,10.0,10.0,9.0,9.0,10.0,9.0,300.0
f,strict_14_with_grace_period,f,1,Bayview,37.71875,-122.39548,House,Entire home/apt,8,1,2,2,Real Bed,30,12,97.0,10.0,10.0,10.0,10.0,8.0,9.0,131.0
f,strict_14_with_grace_period,f,1,Noe Valley,3.77445,-122.42718,House,Entire home/apt,4,1,2,3,Real Bed,30,98,99.0,10.0,10.0,10.0,10.0,10.0,10.0,245.0
f,strict_14_with_grace_period,t,1,Noe Valley,37.75206,-122.43009,House,Entire home/apt,6,3,4,4,Real Bed,7,20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,750.0
t,strict_14_with_grace_period,t,1,Western Addition,37.78637,-122.43793,House,Entire home/apt,6,2,3,3,Real Bed,1,130,95.0,10.0,10.0,10.0,10.0,10.0,9.0,450.0
f,strict_14_with_grace_period,f,1,Bernal Heights,37.73935,-122.42127,House,Private room,1,1,1,1,Real Bed,30,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,55.0
f,moderate,t,1,Mission,37.76431,-122.42448,Apartment,Entire home/apt,4,1,2,2,Real Bed,3,7,100.0,10.0,10.0,10.0,10.0,10.0,8.0,299.0
t,strict_14_with_grace_period,t,2,South of Market,3.77883,-122.39151,Condominium,Private room,2,1,1,1,Real Bed,30,30,100.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
f,moderate,t,2,Western Addition,37.78017,-122.43771,Apartment,Entire home/apt,2,1,0,1,Futon,30,114,94.0,9.0,9.0,10.0,10.0,9.0,9.0,156.0
f,moderate,t,1,Haight Ashbury,3.77757,-122.43847,Apartment,Entire home/apt,2,1,0,1,Real Bed,1,319,97.0,10.0,10.0,10.0,10.0,10.0,9.0,175.0
t,flexible,f,2,West of Twin Peaks,37.73641,-122.44438,House,Private room,2,1,1,1,Real Bed,3,25,98.0,10.0,10.0,10.0,10.0,10.0,10.0,124.0
t,strict_14_with_grace_period,f,2,Inner Sunset,37.75389,-122.45802,House,Private room,7,1,1,3,Real Bed,1,520,97.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
t,strict_14_with_grace_period,t,1,Visitacion Valley,37.72198,-122.40758,House,Private room,4,1,1,3,Real Bed,2,96,96.0,10.0,9.0,10.0,10.0,10.0,9.0,100.0
f,strict_14_with_grace_period,t,2,Financial District,37.79723,-122.40113,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,34,97.0,10.0,10.0,10.0,10.0,10.0,9.0,180.0
f,moderate,f,1,Excelsior,37.72248,-122.42779,Guest suite,Entire home/apt,2,1,0,0,Real Bed,2,142,96.0,10.0,10.0,10.0,10.0,9.0,10.0,80.0
t,moderate,f,1,Pacific Heights,37.79188,-122.43205,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,65,99.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0
f,moderate,t,1,Mission,37.76118,-122.41911,Guest suite,Private room,4,1,1,2,Futon,1,149,91.0,9.0,10.0,10.0,10.0,9.0,9.0,150.0
t,moderate,f,1,Mission,37.75168,-122.41979,Apartment,Private room,3,1,1,2,Real Bed,2,97,98.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
t,moderate,f,1,Inner Sunset,37.75562,-122.46805,Guesthouse,Private room,1,1,1,1,Real Bed,2,107,99.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0
t,moderate,f,2,Mission,3.77577,-122.40841,Apartment,Private room,1,1,1,2,Real Bed,3,19,95.0,10.0,10.0,10.0,10.0,9.0,10.0,160.0
t,moderate,f,3,Mission,37.74866,-122.41119,Apartment,Private room,2,1,1,1,Real Bed,2,72,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
t,moderate,f,1,Mission,37.76429,-122.41276,Loft,Entire home/apt,2,1,1,1,Real Bed,3,173,99.0,10.0,10.0,10.0,10.0,10.0,9.0,169.0
t,flexible,f,2,Haight Ashbury,37.76907,-122.43755,Condominium,Private room,1,1,1,1,Real Bed,3,55,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
t,moderate,f,5,Castro/Upper Market,37.75871,-122.43732,House,Private room,2,1,1,1,Real Bed,1,51,99.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
t,strict_14_with_grace_period,f,2,Castro/Upper Market,37.76359,-122.43455,Condominium,Private room,2,1,1,1,Real Bed,2,79,95.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
f,strict_14_with_grace_period,f,1,Bernal Heights,37.73998,-122.41271,Apartment,Private room,2,1,1,1,Real Bed,2,96,95.0,10.0,10.0,10.0,10.0,10.0,9.0,95.0
t,moderate,f,4,Mission,37.75114,-122.40786,Condominium,Entire home/apt,5,1,3,3,Real Bed,5,39,99.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
f,strict_14_with_grace_period,f,5,Bernal Heights,37.74004,-122.42084,Apartment,Entire home/apt,3,1,1,1,Real Bed,30,23,88.0,9.0,9.0,9.0,10.0,9.0,9.0,115.0
f,moderate,t,3,Haight Ashbury,37.77191,-122.43918,Condominium,Entire home/apt,3,1,1,1,Real Bed,2,92,97.0,10.0,9.0,9.0,10.0,10.0,9.0,325.0
t,strict_14_with_grace_period,f,2,South of Market,37.78823,-122.38986,Condominium,Entire home/apt,2,1,0,1,Real Bed,30,13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,105.0
f,strict_14_with_grace_period,f,1,Outer Sunset,37.76261,-122.50146,Apartment,Entire home/apt,2,1,0,1,Real Bed,30,295,98.0,10.0,10.0,10.0,10.0,9.0,10.0,149.0
t,strict_14_with_grace_period,f,1,Bernal Heights,37.73939,-122.41636,House,Private room,2,1,1,0,Real Bed,3,153,96.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
t,strict_14_with_grace_period,f,1,Haight Ashbury,37.77272,-122.43973,Apartment,Private room,1,1,1,1,Real Bed,1,255,98.0,10.0,10.0,10.0,10.0,10.0,10.0,102.0
t,flexible,f,1,Noe Valley,37.75619,-122.42881,House,Private room,2,1,1,1,Real Bed,2,295,98.0,10.0,10.0,10.0,10.0,10.0,10.0,132.0
f,strict_14_with_grace_period,f,1,Haight Ashbury,37.77059,-122.45207,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,4,90.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
t,moderate,f,2,Mission,37.75994,-122.42138,Loft,Private room,4,1,2,2,Real Bed,2,480,99.0,10.0,10.0,10.0,10.0,10.0,10.0,297.0
t,moderate,t,4,Outer Mission,37.72441,-122.43517,House,Private room,2,1,1,1,Real Bed,2,339,95.0,10.0,10.0,10.0,10.0,9.0,10.0,69.0
f,strict_14_with_grace_period,f,5,Bernal Heights,37.74001,-122.42219,Apartment,Entire home/apt,5,2,3,3,Real Bed,30,5,96.0,10.0,10.0,10.0,10.0,10.0,9.0,259.0
f,moderate,f,1,South of Market,37.78019,-122.40601,Condominium,Entire home/apt,4,1,1,2,Real Bed,4,26,93.0,10.0,9.0,10.0,10.0,9.0,9.0,600.0
f,moderate,t,1,Mission,37.74967,-122.41103,Townhouse,Entire home/apt,3,1,1,1,Real Bed,3,23,84.0,9.0,8.0,10.0,9.0,9.0,8.0,160.0
f,strict_14_with_grace_period,f,1,Mission,37.76953,-122.42178,Apartment,Entire home/apt,3,1,1,1,Real Bed,4,42,96.0,10.0,9.0,10.0,10.0,9.0,9.0,197.0
t,strict_14_with_grace_period,f,1,Haight Ashbury,0.37774,-122.45309,Apartment,Entire home/apt,6,1,3,3,Real Bed,5,117,99.0,10.0,10.0,10.0,10.0,10.0,10.0,550.0
f,moderate,f,2,Western Addition,37.77797,-122.43792,Condominium,Private room,1,1,1,1,Real Bed,3,32,99.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0
t,strict_14_with_grace_period,t,1,Outer Mission,37.73285,-122.44235,House,Private room,3,1,1,0,Real Bed,2,240,97.0,10.0,9.0,10.0,10.0,10.0,9.0,119.0
f,strict_14_with_grace_period,f,2,Haight Ashbury,37.76913,-12.24456,House,Entire home/apt,8,1,4,6,Real Bed,6,40,99.0,10.0,10.0,10.0,10.0,10.0,10.0,375.0
t,moderate,t,4,Outer Mission,37.72483,-122.43609,House,Private room,2,1,1,1,Real Bed,2,330,96.0,10.0,10.0,10.0,10.0,9.0,9.0,69.0
f,moderate,f,1,Mission,37.76046,-122.41904,Guest suite,Entire home/apt,2,1,1,1,Real Bed,5,125,89.0,9.0,9.0,10.0,10.0,10.0,9.0,149.0
t,moderate,t,4,Outer Mission,37.72491,-122.43516,House,Private room,2,1,1,1,Real Bed,2,353,94.0,10.0,10.0,10.0,10.0,9.0,10.0,69.0
f,moderate,f,1,Mission,3.77625,-12.24226,House,Entire home/apt,6,2,4,4,Real Bed,5,21,96.0,10.0,10.0,9.0,9.0,10.0,9.0,575.0
t,moderate,t,4,Inner Richmond,37.77821,-122.46114,House,Entire home/apt,4,1,1,4,Real Bed,3,158,98.0,10.0,10.0,10.0,10.0,10.0,9.0,225.0
f,moderate,f,1,Mission,37.76162,-122.42394,Apartment,Private room,2,1,1,1,Real Bed,30,82,96.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
t,moderate,f,4,Mission,3.77485,-122.41961,Apartment,Private room,2,1,1,1,Futon,5,101,98.0,10.0,9.0,10.0,10.0,10.0,10.0,85.0
f,moderate,f,1,Outer Mission,37.73231,-122.43509,House,Entire home/apt,5,1,2,3,Real Bed,6,19,98.0,10.0,9.0,10.0,10.0,10.0,9.0,195.0
f,moderate,t,1,Potrero Hill,37.76386,-122.39609,Apartment,Entire home/apt,3,1,1,1,Real Bed,30,27,96.0,10.0,9.0,10.0,10.0,10.0,10.0,160.0
f,strict_14_with_grace_period,f,1,Haight Ashbury,37.76587,-122.44329,House,Private room,2,1,1,1,Real Bed,30,13,93.0,10.0,8.0,10.0,10.0,10.0,9.0,94.0
f,moderate,f,1,Marina,37.80608,-122.44087,Apartment,Entire home/apt,2,1,1,1,Real Bed,3,163,89.0,10.0,9.0,10.0,10.0,10.0,9.0,225.0
f,strict_14_with_grace_period,f,5,Western Addition,37.78806,-122.43091,Apartment,Entire home/apt,2,1,0,2,Real Bed,30,33,90.0,9.0,10.0,10.0,10.0,10.0,8.0,137.0
t,strict_14_with_grace_period,f,1,Mission,37.76495,-122.42058,Guesthouse,Entire home/apt,2,1,0,1,Real Bed,30,167,96.0,10.0,10.0,10.0,10.0,9.0,9.0,100.0
f,strict_14_with_grace_period,f,5,Western Addition,37.77819,-122.43969,Apartment,Entire home/apt,3,1,2,2,Real Bed,30,118,90.0,9.0,9.0,10.0,9.0,10.0,9.0,133.0
f,strict_14_with_grace_period,f,2,Western Addition,37.77352,-122.43444,Townhouse,Private room,1,1,1,1,Real Bed,4,36,96.0,10.0,10.0,10.0,10.0,10.0,10.0,65.0
t,moderate,t,4,Outer Mission,37.72478,-122.43609,House,Private room,2,1,1,1,Real Bed,2,322,95.0,10.0,10.0,10.0,10.0,9.0,9.0,69.0
f,strict_14_with_grace_period,t,3,Ocean View,37.72218,-122.47012,House,Private room,2,1,1,1,Futon,30,50,93.0,10.0,10.0,10.0,10.0,9.0,9.0,65.0
t,moderate,f,2,Glen Park,37.73508,-122.43949,House,Entire home/apt,5,1,2,2,Real Bed,4,38,98.0,10.0,10.0,10.0,10.0,10.0,10.0,228.0
t,strict_14_with_grace_period,f,4,Nob Hill,3.77955,-122.41106,Apartment,Private room,2,1,1,1,Real Bed,30,42,95.0,10.0,9.0,9.0,10.0,10.0,9.0,120.0
t,moderate,f,1,Castro/Upper Market,37.76835,-122.43373,Serviced apartment,Private room,2,1,1,1,Real Bed,30,92,96.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
t,strict_14_with_grace_period,t,5,Downtown/Civic Center,37.78093,-122.42007,Condominium,Entire home/apt,3,1,0,1,Real Bed,30,91,98.0,10.0,10.0,10.0,10.0,9.0,10.0,150.0
f,moderate,f,1,Noe Valley,37.74372,-122.42757,Condominium,Private room,1,1,1,1,Real Bed,30,42,99.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
f,strict_14_with_grace_period,f,2,Outer Richmond,37.77622,-122.50906,Guest suite,Entire home/apt,2,1,0,1,Real Bed,2,192,96.0,10.0,10.0,10.0,10.0,10.0,9.0,150.0
f,moderate,t,2,Ocean View,37.71847,-122.45181,Guest suite,Entire home/apt,4,1,1,2,Real Bed,1,310,96.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0
t,strict_14_with_grace_period,t,6,Inner Richmond,37.77373,-122.46313,House,Private room,2,1,1,1,Real Bed,2,171,96.0,10.0,10.0,10.0,10.0,10.0,9.0,125.0
t,moderate,f,2,Potrero Hill,3.77591,-122.39731,Guesthouse,Entire home/apt,2,1,1,1,Real Bed,30,103,97.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
f,strict_14_with_grace_period,f,5,West of Twin Peaks,37.73377,-122.46429,House,Private room,1,3,1,1,Real Bed,2,191,94.0,10.0,10.0,10.0,10.0,10.0,10.0,47.0
f,moderate,f,1,Western Addition,37.77005,-122.43025,Apartment,Entire home/apt,6,2,3,2,Real Bed,2,17,98.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0
t,moderate,t,2,Marina,37.79907,-122.44584,House,Private room,2,1,1,1,Real Bed,2,338,98.0,10.0,10.0,10.0,10.0,10.0,10.0,145.0
t,moderate,f,6,Excelsior,37.73082,-122.42126,Boutique hotel,Private room,1,2,1,1,Real Bed,30,6,100.0,10.0,9.0,10.0,10.0,9.0,10.0,39.0
f,moderate,f,1,West of Twin Peaks,37.72925,-122.45896,House,Private room,4,1,2,2,Real Bed,5,121,92.0,10.0,9.0,10.0,10.0,10.0,9.0,195.0
f,moderate,f,1,Nob Hill,37.79295,-122.41663,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,27,97.0,10.0,10.0,10.0,10.0,10.0,9.0,150.0
f,strict_14_with_grace_period,f,1,West of Twin Peaks,37.73644,-122.45666,House,Entire home/apt,6,2,3,3,Real Bed,3,17,99.0,10.0,10.0,10.0,10.0,10.0,9.0,450.0
t,moderate,f,1,Outer Mission,37.72685,-122.43873,House,Private room,3,1,1,2,Real Bed,2,256,98.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0
f,strict_14_with_grace_period,f,2,Western Addition,37.77797,-122.43796,Condominium,Entire home/apt,4,2,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
f,moderate,t,1,Haight Ashbury,37.76688,-122.44646,Apartment,Entire home/apt,3,1,1,2,Real Bed,30,142,95.0,10.0,10.0,10.0,10.0,10.0,10.0,198.0
t,strict_14_with_grace_period,f,2,Western Addition,37.78353,-122.44519,Apartment,Entire home/apt,3,1,1,1,Real Bed,30,56,98.0,10.0,10.0,10.0,10.0,9.0,10.0,97.0
t,moderate,f,2,Pacific Heights,37.78995,-122.43541,House,Entire home/apt,5,2,3,2,Real Bed,2,88,97.0,10.0,10.0,10.0,10.0,10.0,9.0,462.0
f,moderate,f,1,Bernal Heights,37.74682,-122.40566,Apartment,Entire home/apt,3,1,1,1,Real Bed,1,88,98.0,10.0,10.0,10.0,10.0,9.0,9.0,150.0
f,moderate,f,1,Castro/Upper Market,37.75791,-122.44273,House,Private room,2,1,1,1,Real Bed,3,26,99.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
t,moderate,t,1,Bernal Heights,37.74128,-122.42155,House,Private room,2,2,1,1,Real Bed,2,360,98.0,10.0,10.0,10.0,10.0,10.0,10.0,105.0
f,moderate,t,6,Mission,37.76521,-122.41653,House,Private room,2,2,1,1,Real Bed,1,291,95.0,10.0,10.0,10.0,10.0,9.0,9.0,105.0
f,moderate,f,6,Mission,37.76741,-122.41466,House,Entire home/apt,8,2,4,4,Real Bed,2,37,93.0,10.0,9.0,10.0,10.0,8.0,9.0,550.0
f,strict_14_with_grace_period,f,11,South of Market,37.78789,-122.38948,Serviced apartment,Entire home/apt,2,1,0,1,Real Bed,30,1,80.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
f,strict_14_with_grace_period,f,11,South of Market,37.78826,-122.39156,Serviced apartment,Entire home/apt,4,2,2,2,Real Bed,30,4,100.0,10.0,10.0,9.0,9.0,10.0,9.0,175.0
f,strict_14_with_grace_period,f,11,South of Market,37.78726,-122.39068,Serviced apartment,Entire home/apt,2,1,0,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,140.0
f,strict_14_with_grace_period,f,1,Mission,3.77612,-122.40735,House,Entire home/apt,9,2,3,5,Real Bed,3,22,95.0,10.0,9.0,10.0,10.0,9.0,10.0,449.0
f,moderate,t,6,Mission,37.76602,-12.24165,House,Private room,2,2,1,1,Real Bed,1,228,94.0,10.0,10.0,10.0,10.0,9.0,9.0,99.0
f,moderate,t,6,Mission,37.76456,-122.41383,House,Private room,2,2,1,1,Real Bed,30,257,94.0,10.0,10.0,10.0,10.0,9.0,9.0,101.0
t,strict_14_with_grace_period,f,3,Marina,37.80387,-122.42942,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,26,98.0,10.0,10.0,10.0,10.0,10.0,9.0,220.0
f,strict_14_with_grace_period,t,2,Castro/Upper Market,37.76243,-12.24308,Apartment,Entire home/apt,4,1,2,2,Real Bed,4,10,92.0,10.0,8.0,10.0,10.0,10.0,10.0,900.0
f,strict_14_with_grace_period,f,1,Western Addition,37.77715,-122.44182,House,Entire home/apt,5,2,2,3,Real Bed,2,33,91.0,10.0,8.0,10.0,10.0,10.0,9.0,399.0
t,moderate,f,1,Inner Richmond,37.77981,-122.46841,Condominium,Private room,1,1,1,1,Real Bed,1,309,96.0,10.0,10.0,10.0,10.0,10.0,10.0,65.0
f,flexible,f,11,North Beach,37.80325,-122.40438,Serviced apartment,Entire home/apt,2,1,1,1,Real Bed,30,1,80.0,6.0,10.0,10.0,10.0,10.0,10.0,169.0
t,strict_14_with_grace_period,f,2,Western Addition,37.77342,-122.43566,Condominium,Private room,2,1,1,1,Real Bed,3,170,99.0,10.0,10.0,10.0,10.0,10.0,10.0,129.0
f,flexible,t,1,West of Twin Peaks,3.77331,-122.45736,House,Private room,3,1,1,2,Real Bed,2,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,500.0
f,strict_14_with_grace_period,f,1,Russian Hill,3.77981,-122.41551,Apartment,Private room,1,1,1,1,Real Bed,30,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,170.0
t,flexible,f,1,Outer Sunset,37.74663,-122.50487,House,Entire home/apt,4,1,2,3,Real Bed,4,79,97.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
t,strict_14_with_grace_period,f,2,Bernal Heights,37.73728,-12.24157,Guest suite,Entire home/apt,2,1,1,1,Real Bed,2,169,92.0,10.0,9.0,10.0,10.0,9.0,9.0,110.0
t,strict_14_with_grace_period,t,3,Marina,37.80152,-122.43113,Apartment,Entire home/apt,2,1,1,0,Real Bed,30,23,99.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
f,flexible,f,1,Bayview,37.71178,-122.38762,Apartment,Entire home/apt,3,1,1,1,Real Bed,90,13,88.0,10.0,9.0,8.0,9.0,10.0,10.0,130.0
t,strict_14_with_grace_period,f,2,North Beach,37.80093,-122.40482,Apartment,Entire home/apt,4,1,1,2,Real Bed,30,92,94.0,9.0,9.0,9.0,10.0,10.0,9.0,143.0
f,strict_14_with_grace_period,f,1,Inner Sunset,37.75859,-12.24682,Apartment,Entire home/apt,4,1,2,2,Real Bed,31,40,99.0,10.0,10.0,10.0,10.0,10.0,10.0,279.0
t,strict_14_with_grace_period,f,2,North Beach,37.79934,-12.24049,Apartment,Entire home/apt,3,1,1,2,Real Bed,30,93,88.0,9.0,9.0,9.0,9.0,10.0,8.0,118.0
t,strict_14_with_grace_period,f,2,Outer Richmond,37.77495,-122.50921,House,Entire home/apt,8,3,4,4,Real Bed,1,37,98.0,10.0,9.0,10.0,10.0,10.0,9.0,398.0
f,moderate,f,2,Pacific Heights,37.79324,-122.43398,Apartment,Entire home/apt,4,1,2,3,Real Bed,4,33,87.0,9.0,8.0,9.0,9.0,10.0,8.0,500.0
f,strict_14_with_grace_period,f,2,South of Market,37.77562,-12.24169,House,Private room,1,1,1,1,Real Bed,30,40,93.0,9.0,9.0,10.0,10.0,9.0,9.0,62.0
t,moderate,f,3,Bayview,37.73583,-122.38737,House,Private room,2,1,1,1,Real Bed,2,109,99.0,10.0,10.0,10.0,10.0,9.0,10.0,103.0
f,moderate,f,1,Haight Ashbury,37.77422,-122.44628,House,Entire home/apt,6,1,3,3,Real Bed,3,150,95.0,9.0,9.0,10.0,10.0,10.0,9.0,500.0
t,moderate,f,1,Outer Mission,37.72685,-122.43739,Apartment,Entire home/apt,4,1,2,2,Real Bed,2,217,95.0,10.0,10.0,10.0,10.0,9.0,10.0,137.0
f,strict_14_with_grace_period,f,4,Western Addition,37.78131,-122.44267,Apartment,Entire home/apt,4,1,1,2,Real Bed,30,67,92.0,10.0,9.0,9.0,9.0,9.0,9.0,175.0
t,moderate,f,2,Mission,37.75018,-122.40468,Condominium,Private room,1,1,1,1,Real Bed,3,88,98.0,10.0,10.0,10.0,10.0,9.0,9.0,88.0
t,moderate,f,9,Downtown/Civic Center,3.77878,-122.40978,Apartment,Private room,2,1,1,1,Real Bed,1,13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,219.0
t,strict_14_with_grace_period,f,3,Marina,37.79819,-122.44256,Apartment,Private room,2,1,1,1,Real Bed,1,35,99.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
f,strict_14_with_grace_period,f,6,Western Addition,37.77662,-122.42414,Apartment,Entire home/apt,2,1,0,1,Real Bed,30,21,93.0,10.0,9.0,10.0,10.0,10.0,9.0,115.0
t,strict_14_with_grace_period,f,1,Outer Sunset,37.76282,-122.48172,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,48,97.0,10.0,10.0,10.0,10.0,10.0,10.0,105.0
f,strict_14_with_grace_period,f,5,Western Addition,37.78872,-122.43185,Apartment,Entire home/apt,4,1,1,2,Real Bed,30,5,100.0,9.0,9.0,10.0,10.0,10.0,9.0,127.0
f,strict_14_with_grace_period,t,2,Western Addition,37.77931,-122.43595,Apartment,Entire home/apt,6,1,3,4,Real Bed,30,84,97.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0
t,flexible,f,6,Inner Richmond,37.77349,-122.46607,House,Private room,4,1,2,2,Real Bed,2,3,87.0,10.0,9.0,10.0,10.0,9.0,9.0,350.0
t,strict_14_with_grace_period,t,1,South of Market,37.78042,-122.39732,Condominium,Entire home/apt,2,1,0,1,Real Bed,30,20,99.0,10.0,9.0,10.0,10.0,10.0,9.0,149.0
f,flexible,f,1,Bernal Heights,37.74552,-122.41195,Apartment,Entire home/apt,2,2,1,1,Real Bed,2,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
